"","treename","traitname","studies","hPCR","competence","tip","gen","fam","Rodents","superres","Flag","Zdiv","MSW05_Order","MSW05_Genus","MSW05_Species","X1.1_ActivityCycle","X5.1_AdultBodyMass_g","X13.1_AdultHeadBodyLen_mm","X2.1_AgeatEyeOpening_d","X3.1_AgeatFirstBirth_d","X18.1_BasalMetRate_mLO2hr","X5.2_BasalMetRateMass_g","X6.1_DietBreadth","X7.1_DispersalAge_d","X9.1_GestationLen_d","X12.1_HabitatBreadth","X22.1_HomeRange_km2","X22.2_HomeRange_Indiv_km2","X14.1_InterbirthInterval_d","X15.1_LitterSize","X16.1_LittersPerYear","X17.1_MaxLongevity_m","X13.2_NeonateHeadBodyLen_mm","X21.1_PopulationDensity_n.km2","X10.1_PopulationGrpSize","X23.1_SexualMaturityAge_d","X10.2_SocialGrpSize","X24.1_TeatNumber","X12.2_Terrestriality","X6.2_TrophicLevel","X25.1_WeaningAge_d","X5.4_WeaningBodyMass_g","X13.3_WeaningHeadBodyLen_mm","References","X5.5_AdultBodyMass_g_EXT","X16.2_LittersPerYear_EXT","X5.6_NeonateBodyMass_g_EXT","X5.7_WeaningBodyMass_g_EXT","X26.1_GR_Area_km2","X26.2_GR_MaxLat_dd","X26.3_GR_MinLat_dd","X26.4_GR_MidRangeLat_dd","X26.5_GR_MaxLong_dd","X26.6_GR_MinLong_dd","X26.7_GR_MidRangeLong_dd","X27.1_HuPopDen_Min_n.km2","X27.2_HuPopDen_Mean_n.km2","X27.3_HuPopDen_5p_n.km2","X27.4_HuPopDen_Change","X28.1_Precip_Mean_mm","X28.2_Temp_Mean_01degC","X30.1_AET_Mean_mm","X30.2_PET_Mean_mm","WOS_HITS","Production","postnatGR","RelAgeSexMat","RelAgeBirth","logNeoBM","MammRich","SpeciesDensity","ed_equal","cites"
"448","Phyllotis_bonariensis","Phyllotis_bonariensis",0,0,0,"Phyllotis_bonariensis","Phyllotis","CRICETIDAE","Phyllotis_bonariensis",0,0,0,"Rodentia","Phyllotis","bonariensis",NA,3.74950407593037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2655",NA,NA,NA,NA,8.04668383431172,-37.55,-38.18,-37.87,-61.64,-62.31,-61.97,6,2.54396141256932,6,0.04,60.76,129.23,675.06,910.54,0,NA,NA,NA,NA,NA,34,-1.96315146981943,2.85824190395692,1
"449","Phyllotis_caprinus","Phyllotis_caprinus",0,0,0,"Phyllotis_caprinus","Phyllotis","CRICETIDAE","Phyllotis_caprinus",0,0,0,"Rodentia","Phyllotis","caprinus",NA,3.92789635458444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2655",NA,NA,NA,NA,11.2596757366322,-20.01,-24.39,-22.2,-63.88,-66.09,-64.98,1,2.36368019235386,1,0.09,53.05,97.91,697.91,1430.48,0,NA,NA,NA,NA,NA,121,-2.80722967012286,3.81037882506768,0
"450","Phyllotis_darwini","Phyllotis_darwini",1,0,0,"Phyllotis_darwini","Phyllotis","CRICETIDAE","Phyllotis_darwini",0,1,1,"Rodentia","Phyllotis","darwini",2,3.92828997789202,NA,NA,NA,71.39,59,3,NA,3.50285103538866,NA,NA,NA,NA,4.02,NA,NA,NA,8.19500524679289,NA,4.03936025388934,NA,NA,NA,2,NA,NA,NA,"730;890;1297;1449;1492;1822;2655;2860",NA,NA,NA,NA,11.7824419374651,-23.72,-37.75,-30.74,-70.07,-72.83,-71.45,1,4.06868481544152,1,0.07,29.86,89.92,243.23,1008.51,4.67282883446191,NA,NA,NA,NA,NA,48,-3.43580827941097,5.07480957403537,42
"451","Phyllotis_definitus","Phyllotis_definitus",0,0,0,"Phyllotis_definitus","Phyllotis","CRICETIDAE","Phyllotis_definitus",0,0,0,"Rodentia","Phyllotis","definitus",NA,4.48863636973214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2655",NA,NA,NA,NA,8.21749521628587,-11.66,-12.49,-12.07,-73.36,-73.97,-73.66,6,1.97962120639763,6,0.19,108.5,235.99,988.33,1439,0,NA,NA,NA,NA,NA,61,-1.78348299248856,1.13681503223018,0
"452","Phyllotis_haggardi","Phyllotis_haggardi",0,0,0,"Phyllotis_haggardi","Phyllotis","CRICETIDAE","Phyllotis_haggardi",0,0,0,"Rodentia","Phyllotis","haggardi",NA,3.74950407593037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2655",NA,NA,NA,NA,10.2513330816605,0.06,-3.53,-1.73,-78.13,-79.62,-78.87,6,4.41012806478476,17,0.1,147.46,153.94,1177.68,1391.6,0,NA,NA,NA,NA,NA,226,-2.09798895037002,4.09933474882073,0
"453","Phyllotis_limatus","Phyllotis_limatus",0,0,0,"Phyllotis_limatus","Phyllotis","CRICETIDAE","Phyllotis_limatus",0,0,0,"Rodentia","Phyllotis","limatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6094379124341,NA,NA,NA,NA,NA,78,NA,4.97364559153537,1
"454","Phyllotis_magister","Phyllotis_magister",0,0,0,"Phyllotis_magister","Phyllotis","CRICETIDAE","Phyllotis_magister",0,0,0,"Rodentia","Phyllotis","magister",NA,4.22668774920981,NA,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,"890;2655",NA,NA,NA,NA,11.0689184172899,-15.61,-19.7,-17.65,-69.37,-73.66,-71.52,0,2.78562833574758,0,0.07,13.5,73.46,280.27,1184.51,1.6094379124341,NA,NA,NA,NA,NA,75,-2.93210892587456,5.07480957403537,1
"455","Phyllotis_osgoodi","Phyllotis_osgoodi",0,0,0,"Phyllotis_osgoodi","Phyllotis","CRICETIDAE","Phyllotis_osgoodi",0,0,0,"Rodentia","Phyllotis","osgoodi",NA,3.80888224650863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2655",NA,NA,NA,NA,8.67054755426728,-17.95,-19,-18.48,-69.12,-69.95,-69.53,0,2.23430625224075,0,0.08,31.64,-32.56,201.12,1151.05,1.09861228866811,NA,NA,NA,NA,NA,43,-2.13210250231843,3.21115775191384,0
"456","Phyllotis_osilae","Phyllotis_osilae",0,0,0,"Phyllotis_osilae","Phyllotis","CRICETIDAE","Phyllotis_osilae",0,0,0,"Rodentia","Phyllotis","osilae",1,3.77597416096487,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,4.25,NA,NA,NA,5.95173570487899,NA,NA,NA,NA,NA,2,NA,NA,NA,"730;890;1297;2655",NA,NA,NA,NA,12.1987988051786,-11.86,-27.22,-19.54,-63.7,-72.32,-68.01,0,2.93545134266906,1,0.1,125.01,134.39,1009.33,1421.36,0.693147180559945,NA,NA,NA,NA,NA,365,-2.73557814248058,7.17899790164146,1
"457","Phyllotis_wolffsohni","Phyllotis_wolffsohni",0,0,0,"Phyllotis_wolffsohni","Phyllotis","CRICETIDAE","Phyllotis_wolffsohni",0,0,0,"Rodentia","Phyllotis","wolffsohni",NA,3.74950407593037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2655",NA,NA,NA,NA,11.1787743724087,-16.38,-21.75,-19.07,-64.2,-67.13,-65.67,4,2.94233149682688,5,0.15,63.63,154.8,852.57,1390.86,0,NA,NA,NA,NA,NA,230,-2.49315218836097,7.09797316003085,0
"458","Phyllotis_xanthopygus","Phyllotis_xanthopygus",0,0,0,"Phyllotis_xanthopygus","Phyllotis","CRICETIDAE","Phyllotis_xanthopygus",0,0,0,"Rodentia","Phyllotis","xanthopygus",1,3.95947894658444,121.2,NA,NA,55.51,42.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,2,NA,NA,NA,"1669;1670;1822;2655",NA,NA,NA,NA,14.5939877453028,-10.68,-50.76,-30.72,-63.06,-77.34,-70.2,0,2.77508560243837,0,0.08,49.37,83.14,526.25,1077.29,3.43398720448515,NA,NA,NA,NA,NA,420,-3.7148390563508,2.85824190395692,17
"459","Podomys_floridanus","Podomys_floridanus",0,0,0,"Podomys_floridanus","Podomys","CRICETIDAE","Podomys_floridanus",0,0,0,"Rodentia","Podomys","floridanus",1,3.42556473811045,103.18,16.5,NA,51.74,30.8,4,NA,NA,2,0.00279,-5.81248189157954,33,2.6,NA,88,NA,NA,NA,3.69783919548541,NA,NA,1,2,24.81,12.5,NA,"835;1015;1297;1523;1822;1849;2477;2655",NA,3.71,NA,NA,11.1430512208459,29.95,25.32,27.63,-80.03,-83.17,-81.6,1,5.24185282956691,5,0.1,112.22,221.98,1204.17,1434.85,2.30258509299405,NA,5.23012552301255,0.0152878787878788,NA,0.378397900948138,47,-3.16726779884294,7.51182774018936,1
"460","Podoxymys_roraimae","Podoxymys_roraimae",0,0,0,"Podoxymys_roraimae","Podoxymys","CRICETIDAE","Podoxymys_roraimae",0,0,0,"Rodentia","Podoxymys","roraimae",NA,3.5201649007262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2655",NA,NA,NA,NA,7.12220514952761,5.33,4.98,5.16,-60.47,-60.88,-60.68,1,0.978326122793608,1,0.16,144.33,195,1567.64,1599.32,0.693147180559945,NA,NA,NA,NA,NA,201,-0.789938338002278,10.5356018031715,0
"461","Pseudoryzomys_simplex","Pseudoryzomys_simplex",1,0,0,"Pseudoryzomys_simplex","Pseudoryzomys","CRICETIDAE","Pseudoryzomys_simplex",0,0,0,"Rodentia","Pseudoryzomys","simplex",NA,3.81109708683819,129.99,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7.31708623838215,NA,NA,NA,NA,1,NA,NA,NA,NA,"730;890;1843;2655",NA,NA,NA,NA,13.0788204762393,-11.88,-24.9,-18.39,-41.03,-67.01,-54.02,0,1.67709656090792,0,0.15,108.57,236.17,1174.05,1408.17,1.94591014905531,NA,NA,NA,NA,NA,422,-3.0547471116723,10.0070954768919,2
"462","Punomys_kofordi","Punomys_kofordi",0,0,0,"Punomys_kofordi","Punomys","CRICETIDAE","Punomys_kofordi",0,0,0,"Rodentia","Punomys","kofordi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,139,NA,8.24931820613105,0
"463","Punomys_lemminus","Punomys_lemminus",0,0,0,"Punomys_lemminus","Punomys","CRICETIDAE","Punomys_lemminus",0,0,0,"Rodentia","Punomys","lemminus",3,4.44029554279786,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1.94,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"890;1297;2655",NA,NA,NA,NA,9.61505786735825,-14.14,-15.5,-14.82,-69.26,-71.16,-70.21,8,3.13113691056019,8,0.07,170.51,27.1,1003.29,1253.73,0.693147180559945,NA,NA,NA,NA,NA,55,-2.43540388547989,8.24931820613105,0
"464","Rattus_exulans","Rattus_exulans",0,0,0,"Rattus_exulans","Rattus","MURIDAE","Rattus_exulans",1,1,7,"Rodentia","Rattus","exulans",NA,3.92454428598182,119.9,NA,173.55,NA,NA,4,NA,3.06058324587361,NA,0.000936,-7.14728230954687,74,3.7,3.9,NA,42.57,8.87553314845103,NA,4.05021850417955,NA,NA,NA,2,28,21.49,NA,"456;730;1297;1306;1577;2152;2655;2803",NA,NA,NA,NA,14.4453177308823,24.67,1.26,12.96,109.46,91.31,100.38,2,4.84410834320094,9,0.09,163.09,239.07,1144.34,1533.45,5.39362754635236,0.787094819,8.84362139917695,NA,NA,0.385606273598312,1196,-3.19579060020901,12.96032362715,69
"465","Rattus_norvegicus","Rattus_norvegicus",15,1,1,"Rattus_norvegicus","Rattus","MURIDAE","Rattus_norvegicus",1,1,9,"Rodentia","Rattus","norvegicus",NA,5.64505812950319,NA,NA,91.25,NA,NA,1,NA,3.07915388169306,2,0.00293,-5.97953597624271,NA,8.99,3.5,NA,52,NA,NA,4.0115062839131,NA,NA,1,1,25.37,53.07,NA,"515;890;1115;1297;1577;1594;2151;2655;2747;2978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.18646442942209,0.771059228,9.15,NA,NA,0.763427993562937,1410,NA,21.5198858992,1695124
"466","Rattus_rattus","Rattus_rattus",18,1,0,"Rattus_rattus","Rattus","MURIDAE","Rattus_rattus",1,1,7,"Rodentia","Rattus","rattus",NA,4.96060436049069,201.99,14,143.14,NA,NA,5,NA,3.15487049489229,2,0.00232,-6.21460809842219,31.25,5.88,3.75,50.4,42.42,7.87873872067834,NA,4.74745069324486,NA,NA,2,2,28,37.01,NA,"71;456;543;679;730;1297;1306;1577;1587;2088;2151;2363;2655;2723;2747;2792;2808;3054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6436496153688,0.757364578,8.16997792494481,0.07625,0.0946693121693122,0.656098202012832,2684,NA,12.96032235625,995
"467","Reithrodon_auritus","Reithrodon_auritus",0,0,0,"Reithrodon_auritus","Reithrodon","CRICETIDAE","Reithrodon_auritus",0,0,0,"Rodentia","Reithrodon","auritus",2,4.3786459265144,142.5,NA,NA,76.81,78.7,2,NA,NA,2,NA,NA,NA,3.4,NA,66,NA,4.11267551890682,NA,4.2336716274432,NA,8,1,1,NA,NA,NA,"424;543;730;890;1297;1473;1822;2216;2655",NA,NA,NA,NA,14.2440264372696,-24.91,-54.62,-39.77,-55.34,-72.91,-64.13,0,3.02674632708316,0,0.09,46.21,126.02,539.85,816.91,2.94443897916644,NA,NA,0.0348333333333333,NA,NA,182,-3.92603069380516,13.3629206248375,1
"468","Reithrodon_typicus","Reithrodon_typicus",0,0,0,"Reithrodon_typicus","Reithrodon","CRICETIDAE","Reithrodon_typicus",0,0,0,"Rodentia","Reithrodon","typicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,137,NA,13.3629206248375,0
"469","Reithrodontomys_bakeri","Reithrodontomys_microdon",0,0,0,"Reithrodontomys_bakeri","Reithrodontomys","CRICETIDAE","Reithrodontomys_microdon",0,0,0,"Rodentia","Reithrodontomys","microdon",1,2.99573227355399,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,"905;2655",NA,NA,NA,NA,11.835602773307,20.39,14.2,17.3,-89.87,-102.59,-96.23,12,5.20180646616719,17.5,0.09,92.17,195.49,1118.33,1510.11,1.79175946922805,NA,NA,NA,NA,NA,281,-2.69143065454098,3.12827760233218,0
"470","Reithrodontomys_brevirostris","Reithrodontomys_brevirostris",0,0,0,"Reithrodontomys_brevirostris","Reithrodontomys","CRICETIDAE","Reithrodontomys_brevirostris",0,0,0,"Rodentia","Reithrodontomys","brevirostris",1,2.55722731136763,72.28,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,"905;1297;1643;2655",NA,NA,NA,NA,9.93980598121023,13.14,9.72,11.43,-83.79,-86.03,-84.91,9,4.28606624352797,9,0.17,191.98,223.38,1297.81,1683.19,0.693147180559945,NA,NA,NA,NA,NA,200,-2.01577289316456,3.90586997840718,0
"471","Reithrodontomys_burti","Reithrodontomys_burti",0,0,0,"Reithrodontomys_burti","Reithrodontomys","CRICETIDAE","Reithrodontomys_burti",0,0,0,"Rodentia","Reithrodontomys","burti",1,2.99573227355399,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,"905;2655",NA,NA,NA,NA,11.4165920818719,30.05,24.05,27.05,-106.99,-112.46,-109.73,1,3.49103808566194,1,0.12,26.17,225.82,586.57,1259,0,NA,NA,NA,NA,NA,109,-2.9207364453567,2.71082131218918,0
"472","Reithrodontomys_chrysopsis","Reithrodontomys_chrysopsis",0,0,0,"Reithrodontomys_chrysopsis","Reithrodontomys","CRICETIDAE","Reithrodontomys_chrysopsis",0,0,0,"Rodentia","Reithrodontomys","chrysopsis",1,2.94443897916644,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3.4,NA,NA,NA,5.94256312674981,NA,NA,1,NA,2,NA,NA,NA,NA,"730;905;925;1297;2655",NA,NA,NA,NA,10.8958066685348,20.2,18.84,19.52,-96.93,-103.85,-100.39,19,5.61771610555139,24,0.09,89.52,177.45,915.68,1378.08,1.09861228866811,NA,NA,NA,NA,NA,218,-2.39353221842472,6.50160823371343,0
"473","Reithrodontomys_creper","Reithrodontomys_creper",0,0,0,"Reithrodontomys_creper","Reithrodontomys","CRICETIDAE","Reithrodontomys_creper",0,1,1,"Rodentia","Reithrodontomys","creper",1,3.1267605359604,89.73,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2.21,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,"905;1297;1379;2655",NA,NA,NA,NA,9.95800225262019,10.29,8.35,9.32,-82.2,-84.73,-83.46,9,4.30420021920937,9,0.1,230.99,250.92,1368.53,1805.33,1.94591014905531,NA,NA,NA,NA,NA,206,-2.01083820872395,11.5000278807148,3
"474","Reithrodontomys_darienensis","Reithrodontomys_darienensis",0,0,0,"Reithrodontomys_darienensis","Reithrodontomys","CRICETIDAE","Reithrodontomys_darienensis",0,0,0,"Rodentia","Reithrodontomys","darienensis",1,2.56417983068251,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3.88,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,"905;1297;2655",NA,NA,NA,NA,10.7843110939685,9.63,7.04,8.34,-76.93,-80.99,-78.96,2,3.41114771251532,3,0.1,188.64,252.68,1548.72,1673.62,0,NA,NA,NA,NA,NA,208,-2.36550346427578,5.46993204181436,0
"475","Reithrodontomys_fulvescens","Reithrodontomys_fulvescens",4,1,0,"Reithrodontomys_fulvescens","Reithrodontomys","CRICETIDAE","Reithrodontomys_fulvescens",0,0,0,"Rodentia","Reithrodontomys","fulvescens",1,2.4466854369678,66.99,10.5,NA,NA,NA,3,NA,NA,2,0.00134,-6.37126190846757,NA,3.76,NA,NA,NA,6.46006093665624,NA,NA,1.5,6,2,2,14.44,3.24,NA,"533;730;905;1166;1206;1297;1595;1849;2655;2690;2926",NA,NA,NA,NA,14.7165961879472,37.62,11.08,24.35,-85.64,-113.71,-99.67,0,3.91959427092446,1,0.09,61.04,188.12,748.26,1287.47,3.91202300542815,0.324180867,2.91891891891892,NA,NA,0.0453229787866575,491,-3.70025502470093,12.0059903742148,10
"476","Reithrodontomys_gracilis","Reithrodontomys_gracilis",1,0,0,"Reithrodontomys_gracilis","Reithrodontomys","CRICETIDAE","Reithrodontomys_gracilis",0,0,0,"Rodentia","Reithrodontomys","gracilis",1,2.52332575969195,72.79,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3.11,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,"905;1297;2655;3119",NA,NA,NA,NA,12.6972971666925,21.6,9.94,15.77,-84.31,-93.93,-89.12,3,4.20424475792196,4,0.18,130.43,240.2,1266.68,1637.71,1.6094379124341,NA,NA,NA,NA,NA,256,-3.10612612926851,3.99970890296436,1
"477","Reithrodontomys_hirsutus","Reithrodontomys_hirsutus",0,0,0,"Reithrodontomys_hirsutus","Reithrodontomys","CRICETIDAE","Reithrodontomys_hirsutus",0,0,0,"Rodentia","Reithrodontomys","hirsutus",1,2.99573227355399,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3.88,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,"905;1297;2655",NA,NA,NA,NA,9.03109527801379,21.44,20.41,20.92,-103.94,-105,-104.47,9,3.86639782740187,9,0.07,77.67,188.85,808.33,1539.47,1.38629436111989,NA,NA,NA,NA,NA,119,-1.84660788339137,10.3997854954074,0
"478","Reithrodontomys_humulis","Reithrodontomys_humulis",0,0,0,"Reithrodontomys_humulis","Reithrodontomys","CRICETIDAE","Reithrodontomys_humulis",0,0,0,"Rodentia","Reithrodontomys","humulis",1,2.11021320034659,65,10,NA,NA,NA,3,NA,3.0568273729138,2,0.00319,-5.57012608984353,34.05,2.99,NA,26.89,NA,5.78986842356933,NA,3.79885430732251,1,NA,2,2,20.92,NA,NA,"849;905;1297;1392;1563;1754;1756;2655;2704",NA,3.65,NA,NA,14.0775439061465,40.39,26.46,33.43,-75.71,-97.77,-86.74,1,4.07940011483628,6,0.06,99.07,171.18,972.61,1077.7,2.77258872223978,NA,NA,0.055348952522623,NA,0.0293837776852097,110,-4.07240695203197,8.32551452342686,3
"479","Reithrodontomys_megalotis","Reithrodontomys_megalotis",12,1,0,"Reithrodontomys_megalotis","Reithrodontomys","CRICETIDAE","Reithrodontomys_megalotis",1,1,2,"Rodentia","Reithrodontomys","megalotis",1,2.37211115564266,69.62,10.75,62,22.5,9,NA,NA,3.15700042115011,2,0.00101,-6.79442659367513,27.6,4.18,4.5,18,NA,7.0495933256302,NA,4.47163879336357,1,6,2,NA,20,NA,NA,"384;730;905;925;926;956;957;1215;1297;1822;1849;2439;2655;2888;2978;2980",NA,NA,NA,NA,15.4498116186906,50.61,15.95,33.28,-86.91,-124.56,-105.73,0,3.45410603731756,0,0.07,40.68,112.44,506.38,964.8,4.77912349311153,NA,NA,0.162037037037037,0.114814814814815,0.133538908370218,538,-3.97898565677569,4.57952644135671,43
"480","Reithrodontomys_mexicanus","Reithrodontomys_mexicanus",2,1,0,"Reithrodontomys_mexicanus","Reithrodontomys","CRICETIDAE","Reithrodontomys_mexicanus",0,1,1,"Rodentia","Reithrodontomys","mexicanus",1,2.75429745226753,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2.91,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,"905;1297;2655",NA,NA,NA,NA,13.310611205777,23.35,-2.73,10.3,-76.26,-103.62,-89.94,0,4.27067599175051,8,0.11,159.1,222.84,1200.85,1600.5,2.77258872223978,NA,NA,NA,NA,NA,611,-2.99468378718597,3.90586997840718,3
"481","Reithrodontomys_microdon","Reithrodontomys_microdon",1,0,0,"Reithrodontomys_microdon","Reithrodontomys","CRICETIDAE","Reithrodontomys_microdon",0,0,0,"Rodentia","Reithrodontomys","microdon",1,2.99573227355399,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,"905;2655",NA,NA,NA,NA,11.835602773307,20.39,14.2,17.3,-89.87,-102.59,-96.23,12,5.20180646616719,17.5,0.09,92.17,195.49,1118.33,1510.11,1.79175946922805,NA,NA,NA,NA,NA,281,-2.69143065454098,4.64378589966436,0
"482","Reithrodontomys_montanus","Reithrodontomys_montanus",1,0,0,"Reithrodontomys_montanus","Reithrodontomys","CRICETIDAE","Reithrodontomys_montanus",0,0,0,"Rodentia","Reithrodontomys","montanus",1,2.3887627892351,NA,8,84,NA,NA,3,NA,3.04452243772342,2,0.00229,-6.00759392903787,NA,3.94,NA,NA,NA,5.70571394150595,NA,4.1250354095429,1,6,2,2,14,5.4,NA,"905;1297;2655;3020",NA,NA,NA,NA,14.4310191503049,46.76,25.71,36.23,-93.78,-111.88,-102.83,0,2.7669478423497,0,0.07,42.59,135.06,590.85,1010.13,2.99573227355399,NA,5.45454545454546,NA,NA,-0.00436480540245009,226,-3.91320354607017,8.38472218092686,2
"483","Reithrodontomys_musseri","Reithrodontomys_rodriguezi",0,0,0,"Reithrodontomys_musseri","Reithrodontomys","CRICETIDAE","Reithrodontomys_rodriguezi",0,0,0,"Rodentia","Reithrodontomys","rodriguezi",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,"905",NA,NA,NA,NA,8.16527264169811,10.46,9.83,10.14,-83.58,-84.25,-83.91,58,5.28345750364101,58,0.17,238.21,218.22,1424.04,1755,0.693147180559945,NA,NA,NA,NA,NA,170,-1.3156839301468,3.66458337916436,0
"484","Reithrodontomys_paradoxus","Reithrodontomys_paradoxus",0,0,0,"Reithrodontomys_paradoxus","Reithrodontomys","CRICETIDAE","Reithrodontomys_paradoxus",0,0,0,"Rodentia","Reithrodontomys","paradoxus",1,NA,71.38,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,"905;1643",11.72,NA,NA,NA,9.21434733337316,11.99,9.81,10.9,-84.4,-86.3,-85.35,21,4.59683554919803,21,0.14,197.42,245.08,1274.78,1818.75,0,NA,NA,NA,NA,NA,161,-1.79491432519206,1.40987177219459,0
"485","Reithrodontomys_raviventris","Reithrodontomys_raviventris",0,0,0,"Reithrodontomys_raviventris","Reithrodontomys","CRICETIDAE","Reithrodontomys_raviventris",0,0,0,"Rodentia","Reithrodontomys","raviventris",1,2.39333945626251,70.91,NA,NA,NA,NA,2,NA,3.11351530921037,2,0.00166,-6.46306945772069,NA,3.88,1.5,31,NA,NA,NA,NA,1,NA,2,1,NA,NA,NA,"235;905;956;957;1015;1297;1573;2598;2655",NA,NA,NA,NA,3.46698512220016,38.2,37.49,37.85,-122.03,-122.57,-122.3,176,6.29360410464869,176,0.03,46.75,131.25,338.99,1010.83,2.70805020110221,NA,NA,NA,NA,NA,68,0.326816405294036,8.38472218092686,4
"486","Reithrodontomys_rodriguezi","Reithrodontomys_rodriguezi",0,0,0,"Reithrodontomys_rodriguezi","Reithrodontomys","CRICETIDAE","Reithrodontomys_rodriguezi",0,0,0,"Rodentia","Reithrodontomys","rodriguezi",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,"905",NA,NA,NA,NA,8.16527264169811,10.46,9.83,10.14,-83.58,-84.25,-83.91,58,5.28345750364101,58,0.17,238.21,218.22,1424.04,1755,0.693147180559945,NA,NA,NA,NA,NA,170,-1.3156839301468,3.12827760233218,0
