"","treename","traitname","studies","hPCR","competence","tip","gen","fam","Rodents","superres","Flag","Zdiv","MSW05_Order","MSW05_Genus","MSW05_Species","X1.1_ActivityCycle","X5.1_AdultBodyMass_g","X13.1_AdultHeadBodyLen_mm","X2.1_AgeatEyeOpening_d","X3.1_AgeatFirstBirth_d","X18.1_BasalMetRate_mLO2hr","X5.2_BasalMetRateMass_g","X6.1_DietBreadth","X7.1_DispersalAge_d","X9.1_GestationLen_d","X12.1_HabitatBreadth","X22.1_HomeRange_km2","X22.2_HomeRange_Indiv_km2","X14.1_InterbirthInterval_d","X15.1_LitterSize","X16.1_LittersPerYear","X17.1_MaxLongevity_m","X13.2_NeonateHeadBodyLen_mm","X21.1_PopulationDensity_n.km2","X10.1_PopulationGrpSize","X23.1_SexualMaturityAge_d","X10.2_SocialGrpSize","X24.1_TeatNumber","X12.2_Terrestriality","X6.2_TrophicLevel","X25.1_WeaningAge_d","X5.4_WeaningBodyMass_g","X13.3_WeaningHeadBodyLen_mm","References","X5.5_AdultBodyMass_g_EXT","X16.2_LittersPerYear_EXT","X5.6_NeonateBodyMass_g_EXT","X5.7_WeaningBodyMass_g_EXT","X26.1_GR_Area_km2","X26.2_GR_MaxLat_dd","X26.3_GR_MinLat_dd","X26.4_GR_MidRangeLat_dd","X26.5_GR_MaxLong_dd","X26.6_GR_MinLong_dd","X26.7_GR_MidRangeLong_dd","X27.1_HuPopDen_Min_n.km2","X27.2_HuPopDen_Mean_n.km2","X27.3_HuPopDen_5p_n.km2","X27.4_HuPopDen_Change","X28.1_Precip_Mean_mm","X28.2_Temp_Mean_01degC","X30.1_AET_Mean_mm","X30.2_PET_Mean_mm","WOS_HITS","Production","postnatGR","RelAgeSexMat","RelAgeBirth","logNeoBM","MammRich","SpeciesDensity","ed_equal","cites"
"165","Handleyomys_rhabdops","Oryzomys_rhabdops",0,0,0,"Handleyomys_rhabdops","Handleyomys","CRICETIDAE","Oryzomys_rhabdops",0,0,0,"Rodentia","Oryzomys","rhabdops",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7856171818128,17.06,13.85,15.46,-90.34,-93.3,-91.82,17,4.7434527737881,22,0.09,113.17,209.98,1327.39,1704,0,NA,NA,NA,NA,NA,NA,NA,5.2103515469728,0
"166","Handleyomys_rostratus","Oryzomys_rostratus",0,0,0,"Handleyomys_rostratus","Handleyomys","CRICETIDAE","Oryzomys_rostratus",0,0,0,"Rodentia","Oryzomys","rostratus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.84656803041,24.37,13.14,18.76,-86.73,-99.84,-93.28,3,4.0804146566886,4,0.14,111.6,244.37,1193.65,1560.35,0,NA,NA,NA,NA,NA,NA,NA,6.2828056222356,0
"167","Handleyomys_saturatior","Oryzomys_saturatior",0,0,0,"Handleyomys_saturatior","Handleyomys","CRICETIDAE","Oryzomys_saturatior",0,0,0,"Rodentia","Oryzomys","saturatior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.753420406458,17.88,13.14,15.51,-86.53,-92.79,-89.66,10,4.66692358226357,17,0.12,132.74,221.17,1312.18,1630.11,0,NA,NA,NA,NA,NA,NA,NA,4.2133631089856,0
"168","Hodomys_alleni","Hodomys_alleni",2,0,0,"Hodomys_alleni","Hodomys","CRICETIDAE","Hodomys_alleni",0,0,0,"Rodentia","Hodomys","alleni",NA,5.90696818662946,223.16,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1.39,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"1088;1297;2655",NA,NA,NA,NA,12.2800067025615,23.2,16.68,19.94,-96.67,-106.26,-101.46,4,4.67739781998497,9,0.07,93.64,202.52,864.26,1531.5,0.693147180559945,NA,NA,NA,NA,NA,235,-2.96207128638569,11.2106002857188,0
"169","Holochilus_brasiliensis","Holochilus_brasiliensis",3,0,0,"Holochilus_brasiliensis","Holochilus","CRICETIDAE","Holochilus_brasiliensis",0,0,0,"Rodentia","Holochilus","brasiliensis",NA,5.04342511691925,NA,NA,NA,NA,NA,1,NA,3.34638914516716,3,NA,NA,NA,3.88,NA,NA,NA,NA,NA,4.49569008536927,1,NA,1,1,21,NA,NA,"890;905;1297;2655",NA,NA,NA,NA,14.29704509379,-18.53,-39.01,-28.77,-47.54,-66.87,-57.21,0,3.53776582444417,0,0.07,104.55,190.26,1063,1213.11,3.63758615972639,NA,NA,NA,NA,0.69810054562339,399,-3.60815489606823,4.16035510597296,24
"170","Holochilus_chacarius","Holochilus_chacarius",1,0,0,"Holochilus_chacarius","Holochilus","CRICETIDAE","Holochilus_chacarius",0,0,0,"Rodentia","Holochilus","chacarius",2,5.31811999384422,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,1,NA,NA,NA,"890;905;2655",NA,NA,NA,NA,12.6865945136457,-19.92,-31.56,-25.74,-53.51,-62.09,-57.8,0,2.61153930072137,0,0.08,90.07,223.27,1064.11,1192.19,2.07944154167984,NA,NA,NA,NA,NA,215,-3.1772795315048,4.52345300047296,6
"171","Holochilus_lagigliai","Holochilus_brasiliensis",0,0,0,"Holochilus_lagigliai","Holochilus","CRICETIDAE","Holochilus_brasiliensis",0,0,0,"Rodentia","Holochilus","brasiliensis",NA,5.04342511691925,NA,NA,NA,NA,NA,1,NA,3.34638914516716,3,NA,NA,NA,3.88,NA,NA,NA,NA,NA,4.49569008536927,1,NA,1,1,21,NA,NA,"890;905;1297;2655",NA,NA,NA,NA,14.29704509379,-18.53,-39.01,-28.77,-47.54,-66.87,-57.21,0,3.53776582444417,0,0.07,104.55,190.26,1063,1213.11,3.63758615972639,NA,NA,NA,NA,0.69810054562339,399,-3.60815489606823,4.16035510597296,0
"172","Holochilus_sciureus","Holochilus_sciureus",2,1,0,"Holochilus_sciureus","Holochilus","CRICETIDAE","Holochilus_sciureus",0,0,0,"Rodentia","Holochilus","sciureus",2,4.7909856320363,NA,NA,NA,NA,NA,3,NA,NA,2,NA,NA,NA,3.12,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,"905;1297;1849;2151;2655",NA,NA,NA,NA,15.7118549046206,10.92,-22.05,-5.56,-37.75,-77.93,-57.84,0,2.27109442590267,0,0.12,170.86,251.31,1401.92,1595.89,1.6094379124341,NA,NA,NA,NA,NA,687,-3.98661514848171,4.52345300047296,4
"173","Hylaeamys_acritus","Oryzomys_perenensis",0,0,0,"Hylaeamys_acritus","Hylaeamys","CRICETIDAE","Oryzomys_perenensis",0,0,0,"Rodentia","Oryzomys","perenensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38629436111989,NA,NA,NA,NA,NA,NA,NA,4.3458628170714,0
"174","Hylaeamys_laticeps","Oryzomys_laticeps",0,0,0,"Hylaeamys_laticeps","Hylaeamys","CRICETIDAE","Oryzomys_laticeps",0,0,0,"Rodentia","Oryzomys","laticeps",NA,3.89406268005115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.17699683131148,NA,NA,NA,NA,NA,NA,NA,NA,NA,"730;2655",NA,NA,NA,NA,12.6550286953483,-3.7,-13.55,-8.62,-34.79,-40.81,-37.8,7,4.87893080309883,14.5,0.07,98.67,242.29,996.27,1473.07,2.19722457733622,NA,NA,NA,NA,NA,NA,NA,4.3458628170714,1
"175","Hylaeamys_megacephalus","Oryzomys_megacephalus",4,0,0,"Hylaeamys_megacephalus","Hylaeamys","CRICETIDAE","Oryzomys_megacephalus",0,1,1,"Rodentia","Oryzomys","megacephalus",1,4.04305126783455,122.13,NA,NA,NA,NA,4,NA,3.30615383297526,1,0.00604,-5.17256616124248,NA,3.72,6.06,45,NA,5.76832099579377,NA,3.9862024036024,1,NA,1,2,NA,NA,NA,"730;905;921;979;1297;1573;1876;2151;2159;2655",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56494935746154,NA,NA,0.0398888888888889,NA,0.584331224367531,NA,NA,7.4561384484856,13
"176","Hylaeamys_oniscus","Oryzomys_yunganus",0,0,0,"Hylaeamys_oniscus","Hylaeamys","CRICETIDAE","Oryzomys_yunganus",0,0,0,"Rodentia","Oryzomys","yunganus",NA,4.1026433650368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2655",NA,NA,NA,NA,15.4894604161828,8.27,-18.18,-4.95,-50.55,-79.36,-64.95,0,1.54329810992956,0,0.14,176.09,246.8,1418.45,1574.34,2.19722457733622,NA,NA,NA,NA,NA,NA,NA,6.1667785414856,0
"177","Hylaeamys_perenensis","Oryzomys_perenensis",0,0,0,"Hylaeamys_perenensis","Hylaeamys","CRICETIDAE","Oryzomys_perenensis",0,0,0,"Rodentia","Oryzomys","perenensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38629436111989,NA,NA,NA,NA,NA,NA,NA,5.5514507182428,2
"178","Hylaeamys_tatei","Oryzomys_tatei",0,0,0,"Hylaeamys_tatei","Hylaeamys","CRICETIDAE","Oryzomys_tatei",0,0,0,"Rodentia","Oryzomys","tatei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3.1770902733428,0
"179","Hylaeamys_yunganus","Oryzomys_yunganus",2,0,0,"Hylaeamys_yunganus","Hylaeamys","CRICETIDAE","Oryzomys_yunganus",0,0,0,"Rodentia","Oryzomys","yunganus",NA,4.1026433650368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2655",NA,NA,NA,NA,15.4894604161828,8.27,-18.18,-4.95,-50.55,-79.36,-64.95,0,1.54329810992956,0,0.14,176.09,246.8,1418.45,1574.34,2.19722457733622,NA,NA,NA,NA,NA,NA,NA,3.1770902733428,0
"180","Ichthyomys_hydrobates","Ichthyomys_hydrobates",0,0,0,"Ichthyomys_hydrobates","Ichthyomys","CRICETIDAE","Ichthyomys_hydrobates",0,0,0,"Rodentia","Ichthyomys","hydrobates",NA,4.19554644273107,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,"2151;2655",NA,NA,NA,NA,11.3728151069054,9.97,-1.16,4.4,-69.16,-78.54,-73.85,3,4.44029554279786,5,0.09,112.61,185.32,1362.76,1531.47,0,NA,NA,NA,NA,NA,366,-2.37566975924053,4.39733089565469,0
"181","Ichthyomys_pittieri","Ichthyomys_pittieri",0,0,0,"Ichthyomys_pittieri","Ichthyomys","CRICETIDAE","Ichthyomys_pittieri",0,0,0,"Rodentia","Ichthyomys","pittieri",1,4.23555473077362,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,"905;2151;2655",NA,NA,NA,NA,9.22692999997659,10.62,9.74,10.18,-66.17,-68.79,-67.48,45,6.03636620845918,45,0.12,105.63,243.62,1284.36,1715.13,0,NA,NA,NA,NA,NA,183,-1.74475369416698,8.45992414950938,0
"182","Ichthyomys_stolzmanni","Ichthyomys_stolzmanni",0,0,0,"Ichthyomys_stolzmanni","Ichthyomys","CRICETIDAE","Ichthyomys_stolzmanni",0,0,0,"Rodentia","Ichthyomys","stolzmanni",1,4.43911560165801,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,"905;2151;2655",NA,NA,NA,NA,10.63876730843,-4.1,-9.81,-6.96,-76.62,-80.14,-78.38,14,3.79773385902602,18,0.07,43.57,161.32,516.72,1313.16,0.693147180559945,NA,NA,NA,NA,NA,237,-2.24560959029375,4.39733089565469,0
"183","Ichthyomys_tweedii","Ichthyomys_tweedii",0,0,0,"Ichthyomys_tweedii","Ichthyomys","CRICETIDAE","Ichthyomys_tweedii",0,0,0,"Rodentia","Ichthyomys","tweedii",1,4.77491296057519,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,1.94,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,"905;1297;2151;2655",NA,NA,NA,NA,9.84028360712274,8.92,-0.52,4.19,-78.26,-80.21,-79.23,9,4.10214737428512,9,0.12,150.14,256,1356.07,1521.66,0,NA,NA,NA,NA,NA,246,-1.88264576383305,14.0106385120188,0
"184","Irenomys_tarsalis","Irenomys_tarsalis",1,0,0,"Irenomys_tarsalis","Irenomys","CRICETIDAE","Irenomys_tarsalis",0,0,0,"Rodentia","Irenomys","tarsalis",1,3.76468241752944,114.65,NA,NA,NA,NA,7,NA,NA,2,NA,NA,NA,3.85,NA,NA,NA,5.66250898934043,NA,NA,NA,NA,2,2,NA,NA,NA,"730;890;1297;1572;2008;2242;2655",NA,NA,NA,NA,11.9078584376764,-36.83,-46.43,-41.63,-70.78,-74.67,-72.73,0,2.52332575969195,0,0.05,134.88,68.7,596.11,794.84,1.94591014905531,NA,NA,NA,NA,NA,64,-3.36533723678407,15.3312842425242,1
"185","Isthmomys_flavidus","Isthmomys_flavidus",0,0,0,"Isthmomys_flavidus","Isthmomys","CRICETIDAE","Isthmomys_flavidus",0,0,0,"Rodentia","Isthmomys","flavidus",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,"890;905",NA,NA,NA,NA,8.78142647740511,9.03,7.38,8.21,-80.33,-82.55,-81.44,7,3.24298290021143,7,0.02,231.2,264.08,NA,NA,0,NA,NA,NA,NA,NA,183,-1.55127397264572,9.47727392522969,0
"186","Isthmomys_pirrensis","Isthmomys_pirrensis",0,0,0,"Isthmomys_pirrensis","Isthmomys","CRICETIDAE","Isthmomys_pirrensis",0,0,0,"Rodentia","Isthmomys","pirrensis",NA,4.92515002473903,NA,NA,NA,121.35,137.9,3,NA,NA,1,NA,NA,NA,2.43,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,"905;1297;1822;2655",NA,NA,NA,NA,9.93558100391654,8.68,7.03,7.86,-76.83,-78.44,-77.64,2,2.41680623708407,2,0.08,216.88,251.91,1549.45,1682.03,0,NA,NA,NA,NA,NA,193,-2.02941069549595,9.47727392522969,0
"187","Juliomys_ossitenuis","Juliomys_pictipes",0,0,0,"Juliomys_ossitenuis","Juliomys","CRICETIDAE","Juliomys_pictipes",0,0,0,"Rodentia","Juliomys","pictipes",NA,3.13113691056019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2655",NA,NA,NA,NA,11.4140121215614,-20.65,-27.62,-24.14,-46.6,-55.18,-50.89,13,4.53431844501614,22,0.09,135.72,206.61,1219.6,1324.91,1.38629436111989,NA,NA,NA,NA,NA,249,-2.56084313367522,11.4658167485061,1
"188","Juliomys_pictipes","Juliomys_pictipes",0,0,0,"Juliomys_pictipes","Juliomys","CRICETIDAE","Juliomys_pictipes",0,0,0,"Rodentia","Juliomys","pictipes",NA,3.13113691056019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2655",NA,NA,NA,NA,11.4140121215614,-20.65,-27.62,-24.14,-46.6,-55.18,-50.89,13,4.53431844501614,22,0.09,135.72,206.61,1219.6,1324.91,1.38629436111989,NA,NA,NA,NA,NA,249,-2.56084313367522,8.36546552035303,0
"189","Juliomys_rimofrons","Juliomys_rimofrons",0,0,0,"Juliomys_rimofrons","Juliomys","CRICETIDAE","Juliomys_rimofrons",0,0,0,"Rodentia","Juliomys","rimofrons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09861228866811,NA,NA,NA,NA,NA,172,NA,8.36546552035303,0
"190","Juscelinomys_candango","Juscelinomys_candango",0,0,0,"Juscelinomys_candango","Juscelinomys","CRICETIDAE","Juscelinomys_candango",0,0,0,"Rodentia","Juscelinomys","candango",NA,4.57769620898734,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,"890;2655",NA,NA,NA,NA,6.79943483148942,-15.6,-15.93,-15.76,-47.47,-47.79,-47.63,96,5.31566600488265,96,0.11,131,211,1100.5,1438,0.693147180559945,NA,NA,NA,NA,NA,NA,NA,7.15044211667148,0
"191","Juscelinomys_guaporensis","Juscelinomys_guaporensis",0,0,0,"Juscelinomys_guaporensis","Juscelinomys","CRICETIDAE","Juscelinomys_guaporensis",0,0,0,"Rodentia","Juscelinomys","guaporensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,147,NA,4.40320877633574,0
"192","Juscelinomys_huanchacae","Juscelinomys_huanchacae",0,0,0,"Juscelinomys_huanchacae","Juscelinomys","CRICETIDAE","Juscelinomys_huanchacae",0,0,0,"Rodentia","Juscelinomys","huanchacae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.693147180559945,NA,NA,NA,NA,NA,149,NA,4.40320877633574,0
"193","Kunsia_fronto","Kunsia_fronto",0,0,0,"Kunsia_fronto","Kunsia","CRICETIDAE","Kunsia_fronto",0,0,0,"Rodentia","Kunsia","fronto",NA,5.12390445382212,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"890;2655",NA,NA,NA,NA,10.9961971210449,-19.48,-27.07,-23.28,-44.19,-59.02,-51.6,7,3.81946902381754,7,0.05,124.77,203.04,1154.45,1313.68,0,NA,NA,NA,NA,NA,168,-2.55027844986438,9.12451710512324,0
"194","Kunsia_tomentosus","Kunsia_tomentosus",0,0,0,"Kunsia_tomentosus","Kunsia","CRICETIDAE","Kunsia_tomentosus",0,0,0,"Rodentia","Kunsia","tomentosus",NA,4.75013595623828,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"890;2655",NA,NA,NA,NA,12.3508691973115,-11.71,-16.58,-14.14,-58.77,-65.28,-62.02,0,1.18478998490916,0,0.27,127.07,241.93,1174.96,1475.65,1.09861228866811,NA,NA,NA,NA,NA,254,-2.95908062248128,9.12451710512324,2
"195","Lemmiscus_curtatus","Lemmiscus_curtatus",0,0,0,"Lemmiscus_curtatus","Lemmiscus","CRICETIDAE","Lemmiscus_curtatus",0,0,0,"Rodentia","Lemmiscus","curtatus",2,3.3418011717055,102.68,11.75,NA,50.29,30.3,4,NA,3.22525543183224,2,NA,NA,NA,5.11,NA,NA,27,6.37998693448583,NA,4.10462487162966,NA,4,1,1,21,NA,NA,"553;730;1215;1297;1359;1822;1849;1896;1949;2655",NA,NA,NA,NA,14.3233484408743,52.58,35.61,44.1,-101.4,-122.37,-111.89,0,1.79674701073909,0,0.05,27.94,55.52,349.42,748.97,2.63905732961526,NA,NA,NA,NA,0.167317334748176,206,-3.9066839698801,14.5576131247875,2
"196","Lemmus_amurensis","Lemmus_amurensis",0,0,0,"Lemmus_amurensis","Lemmus","CRICETIDAE","Lemmus_amurensis",0,0,0,"Rodentia","Lemmus","amurensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9904017693762,67.37,48.44,57.91,158.87,111.73,135.3,0,0.936093359170335,0,-0.09,28.15,-108.84,283.33,331.9,1.6094379124341,NA,NA,NA,NA,NA,97,-4.52347703568657,10.9442123721375,0
"197","Lemmus_trimucronatus","Lemmus_trimucronatus",0,0,0,"Lemmus_trimucronatus","Lemmus","CRICETIDAE","Lemmus_trimucronatus",0,0,0,"Rodentia","Lemmus","trimucronatus",NA,4.24592050167689,NA,NA,NA,NA,NA,NA,NA,3.03350963788802,NA,0.00538,-4.98059117274788,NA,6.86,NA,NA,NA,7.48701681916439,NA,NA,NA,NA,NA,NA,NA,NA,NA,"214;730;1849;2217",NA,NA,NA,NA,15.3296453777689,74.55,51.29,62.92,-61.25,-170.41,-115.83,0,0.048790164169432,0,0.06,26.7,-103.39,188.91,211.28,3.85014760171006,NA,NA,NA,NA,NA,120,-4.57839915105111,8.50608140801875,22
"198","Lenoxus_apicalis","Lenoxus_apicalis",0,0,0,"Lenoxus_apicalis","Lenoxus","CRICETIDAE","Lenoxus_apicalis",0,0,0,"Rodentia","Lenoxus","apicalis",NA,3.98154906807676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2655",NA,NA,NA,NA,10.6691456091419,-12.94,-16.29,-14.62,-67.94,-71.36,-69.65,1,3.11839228628988,1,0.04,247.68,89.29,1253.13,1379.06,0,NA,NA,NA,NA,NA,255,-2.22701088423869,12.086062502993,0
"199","Loxodontomys_micropus","Loxodontomys_micropus",4,1,0,"Loxodontomys_micropus","Loxodontomys","CRICETIDAE","Loxodontomys_micropus",0,1,1,"Rodentia","Loxodontomys","micropus",1,4.25929386929158,NA,NA,NA,97.81,62.3,6,NA,NA,3,NA,NA,NA,4.16,NA,NA,NA,5.42776543373492,NA,4.2336716274432,NA,NA,2,2,NA,NA,NA,"424;730;890;1297;1822;2008;2242;2655",NA,NA,NA,NA,12.7617628240479,-32.56,-53.35,-42.96,-69.78,-74.05,-71.91,0,3.14501397626975,0,0.09,69.99,63.22,472.83,681.65,2.30258509299405,NA,NA,NA,NA,NA,87,-3.60284392122344,5.18948818914146,4
"200","Loxodontomys_pikumche","Loxodontomys_pikumche",0,0,0,"Loxodontomys_pikumche","Loxodontomys","CRICETIDAE","Loxodontomys_pikumche",0,0,0,"Rodentia","Loxodontomys","pikumche",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09861228866811,NA,NA,NA,NA,NA,44,NA,5.18948818914146,0
"201","Lundomys_molitor","Lundomys_molitor",0,0,0,"Lundomys_molitor","Lundomys","CRICETIDAE","Lundomys_molitor",0,0,0,"Rodentia","Lundomys","molitor",2,5.47432738072819,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2.91,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"890;905;1297;2655",NA,NA,NA,NA,10.8943095241165,-32.9,-34.89,-33.89,-53.55,-59.54,-56.54,6,3.68034312309165,6,0.05,85.78,161.53,931.85,1107.39,1.09861228866811,NA,NA,NA,NA,NA,114,-2.67443365913337,11.5209223308919,1
"202","Megadontomys_cryophilus","Megadontomys_cryophilus",0,0,0,"Megadontomys_cryophilus","Megadontomys","CRICETIDAE","Megadontomys_cryophilus",0,0,0,"Rodentia","Megadontomys","cryophilus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.81808118063489,17.8,16.99,17.39,-96.15,-97.08,-96.62,15,3.91262282550011,15,0.02,104.4,144.97,996.69,1534.59,0.693147180559945,NA,NA,NA,NA,NA,147,-1.66232666297647,6.84407592091436,0
"203","Megadontomys_nelsoni","Megadontomys_nelsoni",0,0,0,"Megadontomys_nelsoni","Megadontomys","CRICETIDAE","Megadontomys_nelsoni",0,0,0,"Rodentia","Megadontomys","nelsoni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.64200524902671,20.47,18.96,19.71,-96.45,-97.77,-97.11,55,4.99050061167588,55,0.07,132.75,202.58,1164.78,1448.78,1.09861228866811,NA,NA,NA,NA,NA,161,-1.98064379810264,5.20734860995718,1
"204","Megadontomys_thomasi","Megadontomys_thomasi",2,0,0,"Megadontomys_thomasi","Megadontomys","CRICETIDAE","Megadontomys_thomasi",0,1,1,"Rodentia","Megadontomys","thomasi",NA,4.70519650005522,NA,19.5,NA,124.2,110.9,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,4.24161448095714,NA,NA,NA,NA,29.88,NA,NA,"835;1297;1755;1822;2655",NA,NA,NA,NA,9.79498153942857,18.36,16.96,17.66,-98.89,-100.31,-99.6,17,4.21552921322681,17,0.09,107.66,209.36,835.45,1620.59,1.79175946922805,NA,NA,NA,NA,0.653212513775344,101,-2.24958505913541,5.20734860995718,3
"205","Megalomys_desmarestii","Megalomys_desmarestii",0,0,0,"Megalomys_desmarestii","Megalomys","CRICETIDAE","Megalomys_desmarestii",0,0,0,"Rodentia","Megalomys","desmarestii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09861228866811,NA,NA,NA,NA,NA,NA,NA,4.71871200716685,0
